"samples","Aliphatic_(#)","Aliphatic_(%)","Aliphatic_(%RA)","CHO.1_(#)","CHO.2","CHON_(#)","CHON_(%)","CHOS_(#)","CHOS_(%)","CHO_(#)","CHO_(%)_(%)","Condensed_aromatics_(#)","Condensed_aromatics_(%)","Condensed_aromatics_(%RA)","Highly_Unsaturated_and_Phenolic_(#)","Highly_Unsaturated_and_Phenolic_(%)","Highly_Unsaturated_and_Phenolic_(%RA)","Num.formula_(#)","Peptide_(#)","Peptide_(%)","Peptide_(%RA)","Polyphenolic_(#)","Polyphenolic_(%)","Polyphenolic_(%RA)","Sugars_(#)","Sugars_(%)","Sugars_(%RA)","AI_WeightedAve","AImod_WeightedAve","AveMass","HC_WeightedAve","Mass_WeightedAve","NC_WeightedAve","NOSC_WeightedAve","OC_WeightedAve"
"RO2.06",392,5.80998962501853,4.95425773577712,5271,78.1236104935527,1271,18.8380020749963,205,3.03838743145102,5271,78.1236104935527,347,5.14302653030977,5.88545051784233,4780,70.8463020601749,161.771310314069,6747,107,1.58589002519638,0.315178617134233,936,13.8728323699422,25.192143718426,138,2.0453534904402,0.724592187820629,0.0699061003923822,0.33902897370846,571.778047167334,1.04049405869868,488.255045227883,0.00238074902488368,0.118079268730303,0.575269557296765
"RO2.07",427,6.42975455503689,5.71851520531694,5257,79.1597650956181,1281,19.2892636651107,103,1.55097123927119,5257,79.1597650956181,345,5.19500075289866,6.61965527309468,4648,69.9894594187622,159.52013759353,6641,84,1.26486974853185,0.269777739582844,952,14.3351904833609,26.2429590970183,117,1.7617828640265,0.591479504854735,0.075044349118778,0.341489431906407,569.598991160819,1.04594915578931,476.953250518141,0.00249393907225335,0.0938774486176694,0.565928985260798
"RO2.08",389,5.6996336996337,4.64830030767848,5322,77.978021978022,1303,19.0915750915751,200,2.93040293040293,5322,77.978021978022,353,5.17216117216117,5.97847405823798,4846,71.0036630036631,161.874037287817,6825,93,1.36263736263736,0.25413583930088,940,13.7728937728938,25.376970689759,144,2.10989010989011,0.731393909625098,0.0704357147734938,0.341356397785681,573.758586417289,1.03728058156557,487.166989864681,0.00220641853662416,0.121550005858934,0.575668596519329
"RO2.09",333,5.52880624273618,5.26971589551964,4898,81.3216005312967,1082,17.9644695334551,43,0.713929935248215,4898,81.3216005312967,381,6.32575128673419,8.34773188216405,4113,68.2882284575793,155.134713235487,6023,68,1.12900547899718,0.208528979169029,944,15.6732525319608,29.2210542161924,120,1.99236260999502,0.710927322811925,0.0845549692526511,0.35364069813757,552.971526235431,1.03025326397237,463.825136527736,0.0021935028753121,0.110271396263841,0.566908527434433
"RO2.10",393,6.02483519852828,4.95462924297584,4981,76.360570289744,1278,19.5922121723134,264,4.04721753794266,4981,76.360570289744,332,5.08968266135214,6.03140611590495,4582,70.2437528744443,161.08083237342,6523,91,1.39506362103327,0.272374501699643,920,14.1039399049517,25.7055340745228,139,2.13092135520467,0.76113044253522,0.0689238604670999,0.33997408144503,557.673755283458,1.04086216144797,474.907769189938,0.00245791166225246,0.121135726747863,0.576654394045102
"RO2.11",410,5.33021320852834,4.23725700635796,5478,71.216848673947,1947,25.3120124804992,267,3.47113884555382,5478,71.216848673947,360,4.6801872074883,5.32805004776622,5538,71.996879875195,163.604707946326,7692,109,1.41705668226729,0.283745456081532,1046,13.5985439417577,24.4856826437342,156,2.02808112324493,0.813512748873028,0.0655475851922064,0.336257216070995,575.176782965939,1.03788907707955,495.21019333411,0.00341599271061736,0.137762345329899,0.582210873151506
"RO2.12",385,5.65428109854604,4.60183630697036,4969,72.9769422822735,1588,23.3220737259509,252,3.70098399177559,4969,72.9769422822735,334,4.90527243354384,5.79403354480804,4800,70.4949331766779,161.993894535191,6809,117,1.71831399618152,0.321797926784111,957,14.0549273021002,25.1834938276182,146,2.14422088412396,0.811558659136345,0.0676661836791854,0.337747977584587,559.47973241357,1.03986741077788,477.519362676129,0.00291242500371148,0.133068475978887,0.581573796303212
"RO2.13",350,5.31430306711205,4.84045365566938,5182,78.6820528393562,1261,19.1466747646523,143,2.1712723959915,5182,78.6820528393562,389,5.90646826601883,7.63864712024023,4588,69.6629213483146,157.372782595534,6586,97,1.47282113574248,0.268186231816134,966,14.6674764652293,27.9745348084151,127,1.92833282720923,0.725580232517429,0.0808199713008853,0.349667114205668,566.913150089736,1.02928750364498,476.852173157045,0.00246595558441949,0.121754597044003,0.571424176256423
"RO2.15",366,5.047579644187,4.03188006902787,5506,75.9343538822231,1546,21.3211970762653,199,2.74444904151152,5506,75.9343538822231,426,5.87505171700455,7.65542872007014,5093,70.2385877809957,156.991579430274,7251,74,1.0205488898083,0.187857413714279,1095,15.1013653289201,29.5474808554507,120,1.65494414563509,0.607960618499876,0.0847313746764607,0.355699951809023,572.411038009654,1.01655866846098,492.444778687412,0.00256718458783812,0.135862599479224,0.571959027804277
"RO2.16",346,4.66433000808843,3.91665782926658,5557,74.9123753033163,1750,23.5912644917768,111,1.49636020490698,5557,74.9123753033163,408,5.50013480722567,6.92303336280799,5279,71.1647344297654,159.177135051645,7418,100,1.34807225667296,0.251874055438268,1085,14.6265839849016,28.1118251957495,120,1.61768670800755,0.597603829149786,0.0804202242410007,0.350548117595197,574.695094088973,1.02426396796303,493.592392655652,0.00309105277750833,0.128235685817855,0.571449147833798
"RO2.17",342,5.00952101948147,4.20264792655734,5238,76.7247692983741,1489,21.8104584737073,100,1.46477222791856,5238,76.7247692983741,409,5.9909184121869,7.58223567666755,4742,69.4594990478981,157.243703476029,6827,75,1.09857917093892,0.193787666644274,1061,15.5412333382159,29.218726275018,115,1.68448806210635,0.58426204895502,0.0840771682416738,0.354084972302135,560.908059152336,1.02120474782931,484.460979580055,0.00279561024631062,0.12936409565459,0.570865095849801
"RO2.18",354,5.30257639304973,4.32050556556772,4949,74.1312162971839,1528,22.8879568603954,199,2.98082684242061,4949,74.1312162971839,368,5.5122828040743,6.8501969107492,4705,70.4763331336129,158.932094747708,6676,75,1.12342720191732,0.203686636229304,988,14.7992810065908,28.058265512816,122,1.8274415817855,0.639454217060948,0.0775393118971065,0.349026991836383,556.585973047484,1.02573287554101,483.994727196696,0.00300036311964554,0.135269267403657,0.575559351887183
"RO2.19",361,5.22582513028373,4.49195459721013,5245,75.9264620729589,1513,21.9021424435437,150,2.17139548349739,5245,75.9264620729589,395,5.71800810654314,7.10639252765657,4812,69.6583671105964,157.948104183259,6908,91,1.31731325998842,0.228509260559319,1055,15.2721482339317,28.5892655163285,120,1.73711638679792,0.61609041323156,0.0823582508651708,0.350631803548705,559.89812038231,1.02782697071692,480.057570742406,0.0028757666666946,0.120655448807163,0.569570848726576
"RO2.20",351,4.90360435875943,4.08421322113362,5370,75.0209555741827,1583,22.1151159541771,205,2.86392847164012,5370,75.0209555741827,446,6.23079072366583,7.6506939042028,4907,68.5526683431126,156.906219336979,7158,66,0.922045264040235,0.161642503988268,1141,15.9402067616653,29.2686009883888,149,2.08158703548477,0.768412459213808,0.0831120280551639,0.356266678203271,558.659136948868,1.0147983396678,484.068175802875,0.0028099485229378,0.14695611745418,0.576236972395696
"RO2.21",308,4.95734749718333,4.64695359082511,4982,80.1867052953485,1184,19.0568163528086,47,0.75647835184291,4982,80.1867052953485,397,6.38982778046033,8.32911139022661,4257,68.5176243360696,155.156499410214,6213,53,0.853050056333494,0.132769214295752,1019,16.4010944793176,30.4089519089366,106,1.70610011266699,0.500231821188908,0.090782291642205,0.359610232323908,552.292473866087,1.02107704347327,474.647358430605,0.00227715439104917,0.110936304065153,0.562465285837865
"RO2.22",303,4.8087605142041,4.4162335324968,5157,81.8441517219489,1144,18.1558482780511,0,0,5157,81.8441517219489,389,6.17362323440724,7.80864747368815,4390,69.6714807173465,156.698434478742,6301,55,0.872877321060149,0.147690689355367,997,15.8228852563085,29.6537570857252,98,1.55530868116172,0.473201649478883,0.0869997539110648,0.356970951039519,566.062661349786,1.02237853271216,484.183988667396,0.0020904467126051,0.112944170013454,0.564525681293832
"RO2.22-r2",566,8.93026191227516,12.3232941813303,4555,71.8680971915431,1370,21.6156516251183,413,6.51625118333859,4555,71.8680971915431,331,5.2224676554118,7.4214384611495,4279,67.5134111707163,153.327086593491,6338,74,1.16756074471442,0.169959370622033,924,14.5787314610287,25.663524162735,75,1.18333859261597,0.346054231041991,0.098651578302323,0.331806537380296,503.049587493531,1.10554702222127,411.342913940333,0.00354181041157803,-0.0723329426588374,0.510373575846558
"RO2.23",355,5.04476339349155,4.04880998261149,5168,73.4403865283502,1669,23.7174932499645,200,2.84212022168538,5168,73.4403865283502,389,5.52792383117806,6.89309798844839,4949,70.3282648856046,158.812969483031,7037,82,1.165269290891,0.198714636993323,1045,14.8500781583061,28.2775081062597,134,1.9042205485292,0.689769543128035,0.078816887396164,0.350709191167087,563.201365894131,1.02223381042828,485.614349422019,0.00304283577787466,0.140754450231693,0.576522762473279
"RO2.24",290,4.32835820895522,3.6592174190761,5195,77.5373134328358,1460,21.7910447761194,45,0.671641791044776,5195,77.5373134328358,412,6.14925373134328,7.27479797248618,4656,69.4925373134328,157.950648409421,6700,65,0.970149253731343,0.159725313152702,1076,16.0597014925373,29.3272123279622,127,1.8955223880597,0.6483194860307,0.0821680845066811,0.356268596207547,563.144236629851,1.0143523878429,491.987369978014,0.00269702977998439,0.143750054955913,0.574920445414743
"RO2.25",348,4.74243663123467,3.81716783869661,5450,74.270918506405,1670,22.7582447533388,218,2.9708367402562,5450,74.270918506405,417,5.68274734260016,7.18858815152713,5204,70.918506405015,157.896592667962,7338,68,0.92668301989643,0.155056538226864,1110,15.1267375306623,29.578504074335,116,1.58081221041155,0.520062364675352,0.0830851316514629,0.356270318082532,569.917849780458,1.01606633191485,493.551695110415,0.00287791944905132,0.135531608027853,0.571079402964546
"RO2.26",272,4.43574690150033,3.84268658615242,5108,83.3007175472929,1024,16.6992824527071,0,0,5108,83.3007175472929,414,6.75146771037182,8.5089775358065,4257,69.4227005870841,154.888126680927,6132,48,0.782778864970646,0.119080848665626,991,16.1611219830398,31.3999710602686,95,1.54924983692107,0.484926518902541,0.092721238654529,0.364124382877998,566.211096109426,1.01137416021535,484.895317342434,0.00188986652476893,0.1213251913447,0.563514875992798
"RO2.27",320,4.6289599305656,4.01157781129979,5421,78.4174743237379,1492,21.5825256762621,0,0,5421,78.4174743237379,385,5.56921741646174,7.17370541395882,4914,71.083465933748,158.047924512316,6913,70,1.01258498481123,0.161728490985537,1044,15.1019817734703,29.1623298449864,111,1.60567047591495,0.557791368562072,0.0816204481121816,0.354255487649175,580.920459150297,1.01994449482322,494.372241814534,0.00268351569446676,0.129358957713507,0.57062645272659
"RO2.28",304,4.42632498543972,3.72070470163338,5222,76.0337798485731,1540,22.422830518346,106,1.54338963308096,5222,76.0337798485731,394,5.7367501456028,7.12051628928347,4846,70.5591147350029,158.421593729568,6868,78,1.13570180547467,0.188925321628775,1034,15.055329062318,28.6958489925264,129,1.8782760629004,0.73417694864098,0.0785206202472574,0.353155902370633,569.623551718259,1.0166585805379,485.483716337781,0.00295368257574807,0.152586926203729,0.579998543571135
"RO2.29",294,4.48786444817585,3.80425447676624,5053,77.1332620973897,1450,22.1340253396428,48,0.732712562967486,5053,77.1332620973897,373,5.69378720805984,7.22629987705458,4621,70.5388490306823,158.101828003547,6551,70,1.06853915432758,0.16449051697884,992,15.1427263013281,29.0138928230006,122,1.86231109754236,0.665612668222461,0.0804824971435003,0.35427547614645,565.202938107007,1.01803490229252,481.509818816562,0.00302920336112663,0.143928336651463,0.576323205493805
"T15",205,4.02750491159135,3.38003660527508,4235,83.2023575638507,855,16.7976424361493,0,0,4235,83.2023575638507,353,6.93516699410609,7.79267863579297,3446,67.7013752455796,157.627019449881,5090,35,0.68762278978389,0.0989967720771062,858,16.8565815324165,29.0174443996895,134,2.63261296660118,0.894913131529158,0.0796045782165194,0.358919319297782,538.451355072102,1.00974215078831,465.310893252204,0.00211012563846609,0.16470682058281,0.584059297227786
"T16",211,4.07335907335907,3.14315255728262,4374,84.4401544401544,806,15.5598455598456,0,0,4374,84.4401544401544,350,6.75675675675676,7.13937804158269,3551,68.5521235521236,158.731564549377,5180,42,0.810810810810811,0.115291773673942,856,16.5250965250965,28.9327416370351,130,2.5096525096525,0.84802930108788,0.0768084719031943,0.357959069028593,547.583497346911,1.00779214462927,473.80310838967,0.00170417335302014,0.171074517253795,0.586877070911927
"T17",197,4.17461326552236,4.07967767761996,3487,73.8927738927739,706,14.9607967789786,526,11.1464293282475,3487,73.8927738927739,320,6.7810976901886,8.12406348096492,3288,69.6757787666878,157.219405529535,4719,50,1.05954651409197,0.180315746044402,681,14.4310235219326,27.5032170087048,137,2.90315744861199,1.278724009962,0.0794360771149378,0.351772568093888,541.044462590803,1.02375248204102,449.761390684965,0.00209499785107686,0.145418737296917,0.579315940627103
"T18",212,4.28023420149405,3.48364559998332,4279,86.392085604684,674,13.607914395316,0,0,4279,86.392085604684,336,6.78376741368867,8.09252041002693,3407,68.7865939834444,157.14300886392,4953,28,0.565313951140723,0.0712532712442775,806,16.2729658792651,29.535499642132,112,2.26125580456289,0.720450335747676,0.0854264913591636,0.362767415816788,543.658706501514,1.01190894580632,454.222598232102,0.00168025996060333,0.143278634883478,0.575073400403918
"T20",247,4.43287867910983,3.89165040652533,4636,83.2017229002154,936,16.7982770997846,0,0,4636,83.2017229002154,354,6.35319454414932,6.90321924189704,3841,68.9339554917444,160.921168752612,5572,47,0.843503230437904,0.128439716469706,924,16.5829145728643,26.7770405769446,113,2.02799712849964,0.56489935662861,0.0849606275103751,0.351760234490871,542.980155078248,1.03510212263531,465.61569425065,0.00195803307184471,0.087602264349221,0.558415143884408
"T30",230,3.70131960090119,3.13144274258916,5112,82.2658513035082,1102,17.7341486964918,0,0,5112,82.2658513035082,417,6.71065336337303,8.09064995438935,4333,69.7296427421951,157.704318612932,6214,44,0.708078532346315,0.111946486615423,1018,16.382362407467,29.6078114546411,107,1.7219182491149,0.540519781014876,0.0898414179368687,0.362288381303343,563.875363389282,1.01138575915229,476.756604324668,0.00234593047582411,0.132575410479498,0.56846168910208
"WELL1",230,3.2908856774932,3.47375019644688,3952,56.5460008584919,2637,37.7307197023895,400,5.72327943911862,3952,56.5460008584919,173,2.4753183574188,2.5614262836837,5414,77.4645872084705,174.516647230614,6989,95,1.35927886679067,0.406499865622435,969,13.8646444412648,18.2019775549037,3,0.0429245957933896,0.00754979042116217,0.0767877511678889,0.314117922058729,546.093966517814,1.11746255121172,466.16660638601,0.00983381702540249,-0.0774141341532464,0.504234389286176
"WELL2",182,3.91987938832652,2.61388929668344,3685,79.3667887141934,731,15.7441309498169,227,4.88908033598966,3685,79.3667887141934,8,0.172302390695671,0.046448903878347,4102,88.3480508292053,192.965097932084,4643,27,0.581520568597889,0.0903366194265221,297,6.39672625457678,3.97782304220586,27,0.581520568597889,0.108033793147761,0.0307233379867092,0.269033936044083,580.446193823605,1.16414787269463,490.982092687874,0.00188973151282449,-0.0898558113807981,0.533710027182157
"WELL3",198,5.26595744680851,4.27101581101832,2608,69.3617021276596,1001,26.6223404255319,151,4.01595744680851,2608,69.3617021276596,0,0,0,3323,88.3776595744681,191.672330307375,3760,145,3.8563829787234,1.40944862122802,84,2.23404255319149,1.13722969936339,10,0.265957446808511,0.0502634698933654,0.038493789035667,0.250947182285314,576.068621690426,1.23644029858243,494.491209821614,0.00459092956177297,-0.292472718267905,0.464425830330574
"WELL4",305,4.76339215992504,3.6517921217824,4918,76.8077463688896,1227,19.1628923941902,258,4.02936123692019,4918,76.8077463688896,258,4.02936123692019,4.11771985107615,4780,74.6525066375136,168.306823516224,6403,66,1.03076682804935,0.216447329580024,839,13.1032328595971,21.6020736294392,122,1.90535686397002,0.900733842891134,0.0612669728593707,0.330359590286338,571.893805916133,1.04404173353758,492.912255209482,0.00261627968289314,0.131965958530332,0.58347318674039
